Date,Time Start,Time End,Polygon-Location,Species,Count,Behavior,Notes,Observer,Longitude,Latitude
5/29/2018,8:25:00,.,WILLOWS,WESJ,2,,,"MH, JN",-119.8782152,34.41302731
5/29/2018,8:26:00,.,CYPRESS,CALT,1,,,"MH, JN",-119.8785399,34.41294578
5/29/2018,8:28:00,.,CYPRESS,BUSH,1,,,"MH, JN",-119.8786294,34.41287195
5/29/2018,8:28:00,.,CYPRESS,CALT,2,Pair,,"MH, JN",-119.8785093,34.41297531
5/29/2018,8:28:00,.,CYPRESS,NOMO,1,,,"MH, JN",-119.8785246,34.41286562
5/29/2018,8:29:00,.,CYPRESS,PUFI,1,Song Heard,,"MH, JN",-119.8785118,34.41281096
5/29/2018,8:30:00,.,CYPRESS,ANHU,1,,,"MH, JN",-119.8785425,34.41291903
5/29/2018,8:30:00,.,CYPRESS,WREN,1,,,"MH, JN",-119.8786294,34.41286208
5/29/2018,8:31:00,.,WILLOWS,WREN,2,,,"MH, JN",-119.8782459,34.4129802
5/29/2018,8:32:00,.,WILLOWS,BUSH,2,,,"MH, JN",-119.8782815,34.41308217
5/29/2018,8:34:00,.,WILLOWS,ANHU,2,,,"MH, JN",-119.8782615,34.41301015
5/29/2018,8:35:00,.,WILLOWS,UNHU,2,,,"MH, JN",-119.8782733,34.41314666
5/29/2018,8:37:00,.,WILLOWS,ALHU,1,,,"MH, JN",-119.8782719,34.41317919
5/29/2018,8:39:00,.,WILLOWS,UNHU,2,,,"MH, JN",-119.8781208,34.41326953
5/29/2018,8:40:00,.,WEST SIDE,CALT,1,,,"MH, JN",-119.8780715,34.41338878
5/29/2018,8:40:00,.,WEST SIDE,NOMO,1,,,"MH, JN",-119.8780047,34.41354326
5/29/2018,8:41:00,.,WEST SIDE,ANHU,1,,,"MH, JN",-119.8778503,34.41349358
5/29/2018,8:41:00,.,WEST SIDE,GBHE,1,,,"MH, JN",-119.8774411,34.41352972
5/29/2018,8:47:00,.,SYCAMORE,WTKI,1,,"out of poly, foraging, repeat obs from sycamore","MH, JN",-119.8789257,34.41362262
5/29/2018,8:51:00,.,WEST SIDE,CLSW,7,,,"MH, JN",-119.878168,34.41495809
5/29/2018,8:51:00,.,WEST SIDE,COHA,1,,,"MH, JN",-119.8780674,34.41475055
5/29/2018,8:51:00,.,WEST SIDE,TRES,2,,,"MH, JN",-119.8780811,34.41502224
5/29/2018,9:00:00,.,SYCAMORE,SPTO,1,,,"MH, JN",-119.877212,34.41630901
5/29/2018,9:00:00,.,SYCAMORE,WEBL,2,Pair,,"MH, JN",-119.8774178,34.41630523
5/29/2018,9:02:00,.,SYCAMORE,AMCR,1,,,"MH, JN",-119.8771617,34.41661466
5/29/2018,9:02:00,.,SYCAMORE,SOSP,1,,,"MH, JN",-119.8773995,34.41648636
5/29/2018,9:03:00,.,SYCAMORE,ALHU,1,,,"MH, JN",-119.8775093,34.41636561
5/29/2018,9:03:00,.,SYCAMORE,COYE,2,Pair,,"MH, JN",-119.8775541,34.41626608
5/29/2018,9:09:00,.,SYCAMORE,BUSH,1,,,"MH, JN",-119.8777987,34.41634679
5/29/2018,9:10:00,.,SYCAMORE,PUFI,1,Song Heard,,"MH, JN",-119.8778656,34.41632595
5/29/2018,9:11:00,.,SYCAMORE,WREN,1,,,"MH, JN",-119.8778995,34.41649054
5/29/2018,9:15:00,.,SYCAMORE,WEBL,2,Pair,,"MH, JN",-119.8776021,34.41673815
5/29/2018,9:18:00,.,SYCAMORE,SOSP,1,,,"MH, JN",-119.8775734,34.41686505
5/29/2018,9:18:00,.,SYCAMORE,UNHU,1,,,"MH, JN",-119.8775816,34.41690905
5/29/2018,9:21:00,.,SYCAMORE,HOFI,1,,,"MH, JN",-119.8776237,34.41690797
5/29/2018,9:22:00,.,OAK RESTORATION,AMCR,22,,,"MH, JN",-119.8778424,34.41751668
5/29/2018,9:22:00,.,OAK RESTORATION,CATH,1,,,"MH, JN",-119.8778424,34.41722148
5/29/2018,9:25:00,.,OAK RESTORATION,CATH,1,,,"MH, JN",-119.8781014,34.41730225
5/29/2018,9:30:00,.,OAK RESTORATION,HOFI,1,,,"MH, JN",-119.8793972,34.41760018
5/29/2018,9:31:00,.,OAK RESTORATION,COYE,1,Song Heard,,"MH, JN",-119.8797044,34.41742897
5/29/2018,9:32:00,.,OAK RESTORATION,SOSP,1,Song Heard,,"MH, JN",-119.8798123,34.41738331
5/29/2018,9:35:00,.,OAK RESTORATION,SBMU,3,,,"MH, JN",-119.8811868,34.41758033
5/29/2018,9:35:00,.,OAK RESTORATION,SOSP,1,,,"MH, JN",-119.8813529,34.41755978
5/29/2018,9:36:00,.,OAK RESTORATION,CATH,1,,,"MH, JN",-119.8813169,34.41763968
5/29/2018,9:43:00,.,OAK RESTORATION,BUSH,1,,,"MH, JN",-119.8812691,34.41743861
5/29/2018,9:44:00,.,OAK RESTORATION,CAKI,1,,,"MH, JN",-119.8814711,34.41749443
5/29/2018,9:44:00,.,OAK RESTORATION,COYE,1,,,"MH, JN",-119.8810006,34.41734833
5/29/2018,9:44:00,.,OAK RESTORATION,WEBL,1,,,"MH, JN",-119.8812359,34.41738257
5/29/2018,9:45:00,.,OAK RESTORATION,ANHU,1,,,"MH, JN",-119.8809481,34.41726843
5/29/2018,9:45:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8811358,34.41739567
5/29/2018,9:45:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8810145,34.41721593
5/29/2018,9:45:00,.,OAK RESTORATION,MODO,1,,,"MH, JN",-119.8811113,34.41765423
5/29/2018,9:50:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8808069,34.41609208
5/29/2018,9:50:00,.,OAK RESTORATION,HOFI,1,,,"MH, JN",-119.8809148,34.41615506
5/29/2018,9:50:00,.,OAK RESTORATION,SOSP,1,,,"MH, JN",-119.880818,34.41622354
5/29/2018,9:51:00,.,OAK RESTORATION,BUSH,1,,,"MH, JN",-119.8811833,34.41590956
5/29/2018,9:52:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8811556,34.41543045
5/29/2018,9:56:00,.,OAK RESTORATION,WREN,1,Song Heard,,"MH, JN",-119.880259,34.41649198
5/29/2018,9:57:00,.,OAK RESTORATION,SOSP,1,Song Heard,,"MH, JN",-119.8802341,34.41625
5/29/2018,9:58:00,.,OAK RESTORATION,SOSP,1,,,"MH, JN",-119.8796557,34.41659471
5/29/2018,10:00:00,.,OAK RESTORATION,SOSP,2,,,"MH, JN",-119.8798937,34.41676617
5/29/2018,10:02:00,.,OAK RESTORATION,SOSP,1,,,"MH, JN",-119.8793972,34.41675586
6/19/2018,6:36:00,.,BEACH SOUTH,CLSW,5,,,"MH, JN",-119.8805103,34.40716634
6/19/2018,6:38:00,.,BEACH SOUTH,SNPL,3,Fledgling,recent fledges,"MH, JN",-119.8797568,34.40812147
6/19/2018,6:38:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8798818,34.40809275
6/19/2018,6:39:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8798858,34.40809627
6/19/2018,6:41:00,.,BEACH SOUTH,GREG,1,Flying Over,,"MH, JN",-119.8795361,34.40826972
6/19/2018,6:42:00,.,BEACH SOUTH,SNPL,2,Fledgling,,"MH, JN",-119.8803446,34.40863653
6/19/2018,6:43:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8804704,34.40871246
6/19/2018,6:46:00,.,BEACH SOUTH,SNPL,4,Under Parental Care,,"MH, JN",-119.8806449,34.40892902
6/19/2018,6:46:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8808367,34.4091625
6/19/2018,6:47:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8810321,34.40928934
6/19/2018,6:47:00,.,BEACH SOUTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8810958,34.40927485
6/19/2018,6:48:00,.,BEACH SOUTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8812203,34.40954767
6/19/2018,6:48:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8811874,34.40952231
6/19/2018,6:49:00,.,SLOUGH MOUTH,GBHE,1,,,"MH, JN",-119.8804782,34.40979565
6/19/2018,6:50:00,.,SLOUGH MOUTH,SNPL,2,Under Parental Care,,"MH, JN",-119.881288,34.40983199
6/19/2018,6:50:00,.,SLOUGH MOUTH,SNPL,2,,,"MH, JN",-119.8812744,34.40976769
6/19/2018,6:50:00,.,SLOUGH MOUTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8815522,34.41003046
6/19/2018,6:50:00,.,SLOUGH MOUTH,WEGU,18,,,"MH, JN",-119.8812473,34.41011712
6/19/2018,6:51:00,.,SLOUGH MOUTH,BBPL,1,,,"MH, JN",-119.8812913,34.41017023
6/19/2018,6:51:00,.,SLOUGH MOUTH,CAGU,1,,,"MH, JN",-119.8811626,34.41002487
6/19/2018,6:51:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8815048,34.41005282
6/19/2018,6:52:00,.,SLOUGH MOUTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8810209,34.41035703
6/19/2018,6:53:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8809633,34.41028714
6/19/2018,6:55:00,.,SLOUGH MOUTH,SNPL,1,Under Parental Care,,"MH, JN",-119.8814918,34.41009985
6/19/2018,6:55:00,.,SLOUGH MOUTH,SNPL,2,,,"MH, JN",-119.8814783,34.41008028
6/19/2018,6:55:00,.,SLOUGH MOUTH,SNPL,1,,,"MH, JN",-119.8811564,34.41022844
6/19/2018,7:00:00,.,SLOUGH MOUTH,GRYE,1,,,"MH, JN",-119.8812223,34.41012148
6/19/2018,7:00:00,.,SLOUGH MOUTH,HEEG,20,,"no juveniles,  two 1-year olds","MH, JN",-119.8816316,34.40989912
6/19/2018,7:02:00,.,SLOUGH MOUTH,GADW,1,,,"MH, JN",-119.8803233,34.40992559
6/19/2018,7:02:00,.,SLOUGH MOUTH,MALL,3,,,"MH, JN",-119.8803305,34.40989912
6/19/2018,7:05:00,.,BEACH NORTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8823624,34.41091509
6/19/2018,7:06:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8823945,34.41094156
6/19/2018,7:06:00,.,BEACH NORTH,SNPL,1,Under Parental Care,,"MH, JN",-119.8822091,34.41089744
6/19/2018,7:06:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.882234,34.41081804
6/19/2018,7:07:00,.,BEACH NORTH,CAGU,2,,,"MH, JN",-119.8823501,34.41068186
6/19/2018,7:09:00,.,BEACH NORTH,SNPL,1,Fledgling,,"MH, JN",-119.8825382,34.41120594
6/19/2018,7:09:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.882552,34.41119166
6/19/2018,7:10:00,.,BEACH NORTH,KILL,1,,,"MH, JN",-119.8825745,34.41121023
6/19/2018,7:11:00,.,BEACH NORTH,SNPL,1,Fledgling,,"MH, JN",-119.882629,34.41134977
6/19/2018,7:11:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.882674,34.41134692
6/19/2018,7:12:00,.,BEACH NORTH,BARS,1,,,"MH, JN",-119.8827952,34.41140119
6/19/2018,7:12:00,.,BEACH NORTH,SNPL,3,,,"MH, JN",-119.8827415,34.41137691
6/19/2018,7:13:00,.,BEACH NORTH,SNPL,1,Fledgling,,"MH, JN",-119.8829579,34.41169543
6/19/2018,7:13:00,.,BEACH NORTH,SNPL,1,,"A:RW stub foot, no toes, on the left","MH, JN",-119.8830202,34.411664
6/19/2018,7:17:00,.,BEACH NORTH,KILL,1,,,"MH, JN",-119.8831357,34.41191447
6/19/2018,7:17:00,.,BEACH NORTH,SNPL,3,,,"MH, JN",-119.8830765,34.4118924
6/19/2018,7:17:00,.,BEACH NORTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8833547,34.41217378
6/19/2018,7:18:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8833727,34.41216103
6/19/2018,7:18:00,.,BEACH NORTH,SNPL,1,Under Parental Care,,"MH, JN",-119.8833856,34.41220141
6/19/2018,7:20:00,.,BEACH NORTH,SNPL,1,Under Parental Care,,"MH, JN",-119.883787,34.41271013
6/19/2018,7:20:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8838695,34.41271864
6/19/2018,7:21:00,.,BEACH NORTH,KILL,2,,,"MH, JN",-119.8839468,34.41280153
6/19/2018,7:22:00,.,BEACH NORTH,SNPL,2,,gn:by,"MH, JN",-119.8839365,34.41273564
6/19/2018,7:25:00,.,BEACH NORTH,SNPL,4,,,"MH, JN",-119.884091,34.41307358
6/19/2018,7:26:00,.,BEACH NORTH,KILL,2,,,"MH, JN",-119.88414,34.41307358
6/19/2018,7:28:00,.,BEACH NORTH,SNPL,2,Under Parental Care,,"MH, JN",-119.8845415,34.41349867
6/19/2018,7:28:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8845106,34.41349442
6/19/2018,7:29:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8843174,34.41325212
6/19/2018,7:29:00,.,BEACH NORTH,SNPL,3,Under Parental Care,,"MH, JN",-119.8843766,34.41323937
6/19/2018,7:30:00,.,BEACH NORTH,KILL,2,,,"MH, JN",-119.88466,34.41357944
6/19/2018,7:30:00,.,BEACH NORTH,SNPL,1,,,"MH, JN",-119.8846265,34.41348804
6/19/2018,7:32:00,.,BEACH NORTH,SNPL,2,,,"MH, JN",-119.8847971,34.41392387
6/19/2018,7:41:00,.,BEACH NORTH,GBHE,1,,ellwood ,"MH, JN",-119.885237,34.41428795
6/19/2018,8:00:00,.,BEACH NORTH,CLSW,17,,,"MH, JN",-119.8844956,34.41391398
6/19/2018,8:01:00,.,DUNE POND,CLSW,4,,,"MH, JN",-119.8818397,34.41359986
6/19/2018,8:02:00,.,DUNE POND,CALT,1,,,"MH, JN",-119.8816573,34.41388311
6/19/2018,8:02:00,.,DUNE POND,COYE,1,,,"MH, JN",-119.8815014,34.41348426
6/19/2018,8:02:00,.,DUNE POND,HOFI,4,,,"MH, JN",-119.88158,34.41338558
6/19/2018,8:04:00,.,DUNE POND,MODO,1,,,"MH, JN",-119.881662,34.41314029
6/19/2018,8:04:00,.,DUNE POND,WREN,1,,,"MH, JN",-119.8819998,34.41387648
6/19/2018,8:05:00,.,DUNE POND,SOSP,1,Song Heard,,"MH, JN",-119.8818843,34.41382037
6/19/2018,8:05:00,.,DUNE POND,WTKI,1,Flying Over,,"MH, JN",-119.8818226,34.41323615
6/19/2018,8:06:00,.,DUNE POND,SOSP,1,Song Heard,,"MH, JN",-119.8815836,34.41323223
6/19/2018,8:06:00,.,DUNE POND,SOSP,1,Song Heard,,"MH, JN",-119.8814223,34.41334066
6/19/2018,8:08:00,.,DUNE POND,SOSP,1,,,"MH, JN",-119.8820138,34.41379439
6/19/2018,8:10:00,.,DUNE POND,BHCO,1,Female,,"MH, JN",-119.881261,34.41325718
6/19/2018,8:10:00,.,DUNE POND,BLPH,1,,,"MH, JN",-119.8821472,34.41356932
6/19/2018,8:11:00,.,DUNE POND,CLSW,3,,,"MH, JN",-119.881721,34.41358265
6/19/2018,8:12:00,.,DUNE POND,SPTO,1,Song Heard,,"MH, JN",-119.8812476,34.41361021
6/19/2018,8:14:00,.,DUNE POND,COYE,1,,,"MH, JN",-119.8816737,34.413855
6/19/2018,8:17:00,.,CYPRESS,CALT,2,,,"MH, JN",-119.8811064,34.41284137
6/19/2018,8:17:00,.,CYPRESS,SOSP,1,Juvenile,,"MH, JN",-119.8810171,34.41286569
6/19/2018,8:18:00,.,CYPRESS,UNHU,1,,,"MH, JN",-119.8810558,34.41278636
6/19/2018,8:18:00,.,CYPRESS,WREN,1,Song Heard,,"MH, JN",-119.8810627,34.41265549
6/19/2018,8:19:00,.,CYPRESS,SPTO,1,Song Heard,,"MH, JN",-119.880619,34.41284175
6/19/2018,8:23:00,.,CYPRESS,HOFI,1,,,"MH, JN",-119.8805136,34.41283516
6/19/2018,8:23:00,.,CYPRESS,WBNU,1,,,"MH, JN",-119.8804925,34.41283606
6/19/2018,8:24:00,.,CYPRESS,CALT,1,Call,,"MH, JN",-119.8798929,34.41278395
6/19/2018,8:26:00,.,CYPRESS,WREN,2,Pair,,"MH, JN",-119.8785617,34.41288714
6/19/2018,8:30:00,.,WILLOWS,HUVI,1,Song Heard,,"MH, JN",-119.8780766,34.41278282
6/19/2018,8:31:00,.,CYPRESS,NOMO,1,Juvenile,,"MH, JN",-119.8786537,34.4128549
6/19/2018,8:36:00,.,CYPRESS,MODO,1,,,"MH, JN",-119.8786905,34.41290801
6/19/2018,8:36:00,.,CYPRESS,WREN,1,Fledgling,,"MH, JN",-119.8786434,34.41284447
6/19/2018,8:38:00,.,WILLOWS,TRES,1,Flying Over,,"MH, JN",-119.878121,34.41308515
6/19/2018,8:40:00,.,WILLOWS,WESJ,1,,,"MH, JN",-119.8780028,34.41298819
6/19/2018,8:41:00,.,WILLOWS,CAKI,1,Call,,"MH, JN",-119.8781508,34.41298911
6/19/2018,8:42:00,.,WILLOWS,CALT,1,,,"MH, JN",-119.8782585,34.41299651
6/19/2018,8:44:00,.,WILLOWS,CLSW,2,Flying Over,,"MH, JN",-119.8775676,34.41270412
6/19/2018,9:07:00,.,SYCAMORE,WTKI,1,Male,on euc,"MH, JN",-119.8766474,34.41603567
6/19/2018,9:08:00,.,SYCAMORE,WTKI,1,Female,,"MH, JN",-119.8783336,34.41607448
6/19/2018,9:11:00,.,SYCAMORE,WTKI,2,Under Parental Care,,"MH, JN",-119.8781888,34.41620883
6/19/2018,9:13:00,.,WEST SIDE,WREN,2,,,"MH, JN",-119.8777779,34.41504246
6/19/2018,9:14:00,.,WEST SIDE,WREN,1,Male,,"MH, JN",-119.8785982,34.41437192
6/19/2018,9:18:00,.,WEST SIDE,ANHU,1,,,"MH, JN",-119.8771777,34.41550985
6/19/2018,9:22:00,.,SYCAMORE,SPTO,1,,,"MH, JN",-119.8770794,34.41597398
6/19/2018,9:23:00,.,SYCAMORE,CLSW,1,,,"MH, JN",-119.877234,34.41603419
6/19/2018,9:23:00,.,SYCAMORE,TRES,1,,,"MH, JN",-119.8773826,34.41606778
6/19/2018,9:24:00,.,SYCAMORE,TUVU,1,Flying Over,,"MH, JN",-119.8769701,34.41621817
6/19/2018,9:24:00,.,SYCAMORE,WEBL,2,Pair,,"MH, JN",-119.8768871,34.41610875
6/19/2018,9:25:00,.,SYCAMORE,BUSH,1,,,"MH, JN",-119.8771188,34.41629754
6/19/2018,9:26:00,.,SYCAMORE,ALHU,1,Flying Over,,"MH, JN",-119.8771363,34.41624222
6/19/2018,9:26:00,.,SYCAMORE,SOSP,1,,,"MH, JN",-119.8774628,34.4162302
6/19/2018,9:27:00,.,SYCAMORE,TRES,1,,,"MH, JN",-119.8773754,34.41612678
6/19/2018,9:27:00,.,SYCAMORE,TUVU,1,Flying Over,,"MH, JN",-119.8771217,34.41633361
6/19/2018,9:28:00,.,SYCAMORE,CALT,1,,,"MH, JN",-119.8776232,34.41626146
6/19/2018,9:28:00,.,SYCAMORE,COYE,2,,,"MH, JN",-119.8775386,34.41614602
6/19/2018,9:29:00,.,SYCAMORE,CAKI,1,,,"MH, JN",-119.8775007,34.41600894
6/19/2018,9:30:00,.,SYCAMORE,WEBL,1,,,"MH, JN",-119.8771493,34.41649687
6/19/2018,9:36:00,.,SYCAMORE,CALT,1,,,"MH, JN",-119.8778846,34.4167858
6/19/2018,9:36:00,.,SYCAMORE,HOFI,2,Song Heard,,"MH, JN",-119.8776087,34.41661004
6/19/2018,9:36:00,.,SYCAMORE,OATI,1,,,"MH, JN",-119.8776818,34.41666086
6/19/2018,9:38:00,.,SYCAMORE,CAKI,1,,,"MH, JN",-119.8776408,34.41677098
6/19/2018,9:39:00,.,SYCAMORE,HOFI,2,,,"MH, JN",-119.8775561,34.41679427
6/19/2018,9:39:00,.,OAK RESTORATION,ROPI,2,,,"MH, JN",-119.877901,34.41752437
6/19/2018,9:40:00,.,OAK RESTORATION,WEBL,2,Pair,,"MH, JN",-119.8777695,34.41689877
6/19/2018,9:41:00,.,SYCAMORE,CALT,1,,,"MH, JN",-119.8776381,34.41673612
6/19/2018,9:41:00,.,SYCAMORE,HOOR,1,Male,,"MH, JN",-119.8774055,34.41660683
6/19/2018,9:42:00,.,SYCAMORE,CALT,1,,,"MH, JN",-119.8775971,34.416922
6/19/2018,9:42:00,.,SYCAMORE,WEBL,1,,,"MH, JN",-119.8773917,34.41671511
6/19/2018,9:43:00,.,SYCAMORE,COYE,1,Song Heard,,"MH, JN",-119.8774537,34.41689315
6/19/2018,9:43:00,.,SYCAMORE,HOFI,1,,,"MH, JN",-119.877681,34.41681526
6/19/2018,9:44:00,.,SYCAMORE,EUST,1,,,"MH, JN",-119.8777183,34.41679251
6/19/2018,9:45:00,.,SYCAMORE,GREG,1,,,"MH, JN",-119.8774246,34.41706619
6/19/2018,9:47:00,.,OAK RESTORATION,CALT,3,,,"MH, JN",-119.8776643,34.41736763
6/19/2018,9:48:00,.,OAK RESTORATION,SBMU,6,,,"MH, JN",-119.8777863,34.41732139
6/19/2018,9:49:00,.,OAK RESTORATION,CAKI,1,Carrying Food,,"MH, JN",-119.8778622,34.41731596
6/19/2018,9:51:00,.,OAK RESTORATION,COYE,1,Song Heard,,"MH, JN",-119.8781506,34.41728762
6/19/2018,9:52:00,.,OAK RESTORATION,BHCO,1,Male,,"MH, JN",-119.878543,34.41756095
6/19/2018,9:52:00,.,OAK RESTORATION,CAKI,1,,,"MH, JN",-119.8786023,34.4175256
6/19/2018,9:53:00,.,OAK RESTORATION,NUWO,1,,,"MH, JN",-119.8784705,34.4175644
6/19/2018,9:54:00,.,OAK RESTORATION,CATH,1,Call,,"MH, JN",-119.878503,34.41749129
6/19/2018,9:55:00,.,OAK RESTORATION,CALT,1,,,"MH, JN",-119.8788935,34.41759472
6/19/2018,9:56:00,.,OAK RESTORATION,SBMU,2,,,"MH, JN",-119.8790277,34.41759106
6/19/2018,9:57:00,.,OAK RESTORATION,EUST,1,,,"MH, JN",-119.8792848,34.41760008
6/19/2018,9:59:00,.,OAK RESTORATION,WEBL,4,,,"MH, JN",-119.8799124,34.41764307
6/19/2018,9:59:00,.,OAK RESTORATION,WEBL,1,Fledgling,,"MH, JN",-119.8799174,34.41763791
6/19/2018,10:00:00,.,OAK RESTORATION,NRWS,2,,,"MH, JN",-119.8799403,34.41763688
6/19/2018,10:00:00,.,OAK RESTORATION,TUVU,1,Flying Over,,"MH, JN",-119.8813215,34.4169803
6/19/2018,10:01:00,.,OAK RESTORATION,CLSW,10,,,"MH, JN",-119.8799681,34.41748765
6/19/2018,10:04:00,.,OAK RESTORATION,MODO,2,,,"MH, JN",-119.880481,34.41764656
6/19/2018,10:05:00,.,OAK RESTORATION,WESJ,1,Juvenile,,"MH, JN",-119.8806021,34.4176596
6/19/2018,10:07:00,.,OAK RESTORATION,WESJ,1,,,"MH, JN",-119.8806837,34.41762919
6/19/2018,10:08:00,.,OAK RESTORATION,HOFI,2,,,"MH, JN",-119.880783,34.41767235
6/19/2018,10:10:00,.,OAK RESTORATION,HOFI,1,Under Parental Care,,"MH, JN",-119.881527,34.4174842
6/19/2018,10:11:00,.,OAK RESTORATION,HOFI,3,Carrying Food,,"MH, JN",-119.8815308,34.41748798
6/19/2018,10:12:00,.,OAK RESTORATION,CAKI,2,,tending to nest about 40 m up,"MH, JN",-119.8814742,34.41745142
6/19/2018,10:12:00,.,OAK RESTORATION,MODO,2,,,"MH, JN",-119.8815399,34.41749719
6/19/2018,10:12:00,.,OAK RESTORATION,OATI,1,,,"MH, JN",-119.8815069,34.41745366
6/19/2018,10:13:00,.,OAK RESTORATION,NOMO,2,,,"MH, JN",-119.8816411,34.41749241
6/19/2018,10:13:00,.,OAK RESTORATION,SBMU,1,,,"MH, JN",-119.8814903,34.41754921
6/19/2018,10:15:00,.,OAK RESTORATION,SOSP,1,Call,,"MH, JN",-119.8815465,34.41754423
6/19/2018,10:28:00,.,OAK RESTORATION,HOFI,2,,,"MH, JN",-119.8808964,34.41696486
6/19/2018,10:28:00,.,OAK RESTORATION,SPTO,1,Call,,"MH, JN",-119.8811853,34.41688406
6/19/2018,10:29:00,.,OAK RESTORATION,SOSP,1,Song Heard,,"MH, JN",-119.8808162,34.41646183
6/19/2018,10:32:00,.,OAK RESTORATION,LEGO,1,Call,,"MH, JN",-119.8811609,34.41630809
6/19/2018,10:41:00,.,OAK RESTORATION,CALT,1,Call,,"MH, JN",-119.8803439,34.41658859
6/19/2018,10:42:00,.,OAK RESTORATION,CAKI,2,,,"MH, JN",-119.8800833,34.41680399
6/19/2018,10:45:00,.,OAK RESTORATION,HOOR,1,,,"MH, JN",-119.8795208,34.41642783
6/19/2018,10:46:00,.,OAK RESTORATION,COYE,1,,,"MH, JN",-119.8787711,34.41715563
6/19/2018,10:46:00,.,OAK RESTORATION,COYE,2,Song Heard,acting nest-y ,"MH, JN",-119.8788777,34.41697686
6/19/2018,10:50:00,.,OAK RESTORATION,SAPH,1,,,"MH, JN",-119.8789295,34.41714823
6/19/2018,10:52:00,.,OAK RESTORATION,RWBL,1,Female,,"MH, JN",-119.8784183,34.41716956
6/19/2018,10:53:00,.,OAK RESTORATION,RWBL,1,Female,,"MH, JN",-119.878395,34.41712884
6/19/2018,10:54:00,.,OAK RESTORATION,EUST,1,Flying Over,,"MH, JN",-119.8784634,34.41720308
6/19/2018,10:54:00,.,OAK RESTORATION,RTHA,1,Flying Over,,"MH, JN",-119.8811484,34.41586623
6/19/2018,12:19:00,.,WEST SIDE,GBHE,1,,adult on nest,"MH, JN",-119.8774814,34.41348331
6/19/2018,12:19:00,.,WEST SIDE,GBHE,1,,adult on nest,"MH, JN",-119.8773744,34.41351856
6/19/2018,12:20:00,.,WEST SIDE,GBHE,1,Under Parental Care,in nest with parent,"MH, JN",-119.8773788,34.41351835
6/19/2018,12:22:00,.,WEST SIDE,GBHE,1,,adult on nest,"MH, JN",-119.8773958,34.41357472
7/12/2018,6:50:00,.,BEACH SOUTH,BLPH,1,,,"MH, JN",-119.8791631,34.40743683
7/12/2018,6:51:00,.,BEACH SOUTH,BBPL,7,,,"MH, JN",-119.8791143,34.40737992
7/12/2018,6:51:00,.,BEACH SOUTH,WESA,7,,,"MH, JN",-119.8791913,34.40736933
7/12/2018,6:51:00,.,BEACH SOUTH,WILL,1,,,"MH, JN",-119.8790348,34.40726979
7/12/2018,6:52:00,.,BEACH SOUTH,BLTU,1,,,"MH, JN",-119.8790348,34.40737569
7/12/2018,6:54:00,.,BEACH SOUTH,SNPL,7,,,"MH, JN",-119.8796457,34.40789554
7/12/2018,6:54:00,.,BEACH SOUTH,WESA,1,,,"MH, JN",-119.8796097,34.40787337
7/12/2018,6:55:00,.,BEACH SOUTH,CLSW,1,,,"MH, JN",-119.879638,34.40806738
7/12/2018,6:55:00,.,BEACH SOUTH,SNPL,4,,,"MH, JN",-119.8797376,34.40793607
7/12/2018,6:56:00,.,BEACH SOUTH,SNPL,4,,,"MH, JN",-119.8798443,34.40812093
7/12/2018,6:57:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8800471,34.40825224
7/12/2018,6:58:00,.,BEACH SOUTH,SNPL,2,,,"MH, JN",-119.8801139,34.40834542
7/12/2018,6:58:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.880343,34.40859376
7/12/2018,7:00:00,.,BEACH SOUTH,SNPL,1,,,"MH, JN",-119.8804072,34.4086467
7/12/2018,7:00:00,.,BEACH SOUTH,SNPL,3,,,"MH, JN",-119.8805849,34.40887507
